Unnamed: 0,timestamp,week,time,year,date,id,text,location,Hour,Day/night,longtitude,latitude
263,Thu Nov 07 17:22:31 +0000 2019,Thu,17:22:31,2019,Nov 07,1192492538244059136,"\ud83d\ude44 (@ Surdinas car auto center in Porto Alegre R\u00edo Grande del Sur) https:\/\/t.co\/yuet8DUjvx""","""Camaqu\u00e3 Porto Alegre""",17,1,-30.072111,-51.204041
358,Fri Nov 08 03:54:24 +0000 2019,Fri,03:54:24,2019,Nov 08,1192651558149918721,"@phan1om_ ewwww who car ever looks this gross?!!! throw the whole car away \ud83e\udd22""display_text_range:[1076]","""Georgia USA""",3,0,-85.605166,30.355644
358,Fri Nov 08 03:54:24 +0000 2019,Fri,03:54:24,2019,Nov 08,1192651558149918721,"@phan1om_ ewwww who car ever looks this gross?!!! throw the whole car away \ud83e\udd22""display_text_range:[1076]","""Georgia USA""",3,0,-85.605166,35.000771
358,Fri Nov 08 03:54:24 +0000 2019,Fri,03:54:24,2019,Nov 08,1192651558149918721,"@phan1om_ ewwww who car ever looks this gross?!!! throw the whole car away \ud83e\udd22""display_text_range:[1076]","""Georgia USA""",3,0,-80.742567,35.000771
358,Fri Nov 08 03:54:24 +0000 2019,Fri,03:54:24,2019,Nov 08,1192651558149918721,"@phan1om_ ewwww who car ever looks this gross?!!! throw the whole car away \ud83e\udd22""display_text_range:[1076]","""Georgia USA""",3,0,-80.742567,30.355644
466,Fri Nov 08 14:05:27 +0000 2019,Fri,14:05:27,2019,Nov 08,1192805333623812096,"N\u00e3o ligo para dinheiro status social curtidas ou seguidores; o que me impressiona \u00e9 car\u00e1ter bondade e humildade. \u2764\ufe0f""","""Rio Grande do Sul Brasil""",14,1,-51.094423,-30.051417
466,Fri Nov 08 14:05:27 +0000 2019,Fri,14:05:27,2019,Nov 08,1192805333623812096,"N\u00e3o ligo para dinheiro status social curtidas ou seguidores; o que me impressiona \u00e9 car\u00e1ter bondade e humildade. \u2764\ufe0f""","""Rio Grande do Sul Brasil""",14,1,-51.094423,-29.956505
466,Fri Nov 08 14:05:27 +0000 2019,Fri,14:05:27,2019,Nov 08,1192805333623812096,"N\u00e3o ligo para dinheiro status social curtidas ou seguidores; o que me impressiona \u00e9 car\u00e1ter bondade e humildade. \u2764\ufe0f""","""Rio Grande do Sul Brasil""",14,1,-50.948378,-29.956505
466,Fri Nov 08 14:05:27 +0000 2019,Fri,14:05:27,2019,Nov 08,1192805333623812096,"N\u00e3o ligo para dinheiro status social curtidas ou seguidores; o que me impressiona \u00e9 car\u00e1ter bondade e humildade. \u2764\ufe0f""","""Rio Grande do Sul Brasil""",14,1,-50.948378,-30.051417
491,Fri Nov 08 19:53:21 +0000 2019,Fri,19:53:21,2019,Nov 08,1192892887794667520,"#THANKFUL This girl just made her first car payment . That\u2019s an odd thing to celebrate right ?\n\n When I was homeles\u2026 https:\/\/t.co\/1IOdZsY5Pu""","""Virginia Beach VA""",19,0,36.728100-,76.583200
496,Fri Nov 08 20:00:13 +0000 2019,Fri,20:00:13,2019,Nov 08,1192894612056297473,"@DetroitAndrea @partowin People are moving to warmer climates in townhouses because this whole country is getting l\u2026 https:\/\/t.co\/b7dhjDiDR3""display_text_range:[25140]","""virginia""",20,0,-83.675290,36.540739
496,Fri Nov 08 20:00:13 +0000 2019,Fri,20:00:13,2019,Nov 08,1192894612056297473,"@DetroitAndrea @partowin People are moving to warmer climates in townhouses because this whole country is getting l\u2026 https:\/\/t.co\/b7dhjDiDR3""display_text_range:[25140]","""virginia""",20,0,-83.675290,39.466012
496,Fri Nov 08 20:00:13 +0000 2019,Fri,20:00:13,2019,Nov 08,1192894612056297473,"@DetroitAndrea @partowin People are moving to warmer climates in townhouses because this whole country is getting l\u2026 https:\/\/t.co\/b7dhjDiDR3""display_text_range:[25140]","""virginia""",20,0,-75.166440,39.466012
496,Fri Nov 08 20:00:13 +0000 2019,Fri,20:00:13,2019,Nov 08,1192894612056297473,"@DetroitAndrea @partowin People are moving to warmer climates in townhouses because this whole country is getting l\u2026 https:\/\/t.co\/b7dhjDiDR3""display_text_range:[25140]","""virginia""",20,0,-75.166440,36.540739
531,Fri Nov 08 21:14:36 +0000 2019,Fri,21:14:36,2019,Nov 08,1192913333822861312,"CONFISCATEDdid you idiots in Virginia get thatif you don\u2019t know what that means their going to take your guns.rid\u2026 https:\/\/t.co\/6mzOufnbMq""","""The real world""",21,0,-82.019139,36.686006
531,Fri Nov 08 21:14:36 +0000 2019,Fri,21:14:36,2019,Nov 08,1192913333822861312,"CONFISCATEDdid you idiots in Virginia get thatif you don\u2019t know what that means their going to take your guns.rid\u2026 https:\/\/t.co\/6mzOufnbMq""","""The real world""",21,0,-82.019139,36.732112
531,Fri Nov 08 21:14:36 +0000 2019,Fri,21:14:36,2019,Nov 08,1192913333822861312,"CONFISCATEDdid you idiots in Virginia get thatif you don\u2019t know what that means their going to take your guns.rid\u2026 https:\/\/t.co\/6mzOufnbMq""","""The real world""",21,0,-81.917908,36.732112
